OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
APRIZESAT 1,2004-025G,2026-08-21T11:50:19.129344,14.51808727,.00437083,98.6323,246.0021,317.8566,41.9270,0,U,28372,999,17138,.57041131E-4,.182E-5,0
AURA,2004-026A,2026-08-21T12:16:10.793856,14.61411520,.00017101,98.3470,190.5261,82.4170,277.7225,0,U,28376,999,17575,.13083282E-3,.599E-5,0
ANIK F2,2004-027A,2026-08-21T11:02:45.408192,1.00272298,.00033505,3.4512,78.5776,59.3402,246.4421,0,U,28378,999,4191,0,-.54E-6,0
COSMOS 2407,2004-028A,2026-08-21T09:57:12.779136,13.76338583,.00405064,82.9607,26.5101,70.7314,318.3838,0,U,28380,999,10885,.35928877E-4,.51E-6,0
SHIJIAN-6 01A (SJ-6 01A),2004-035A,2026-08-21T08:09:40.642272,15.18812505,.00041473,97.5850,260.6462,268.6840,91.3919,0,U,28413,999,19735,.33863397E-3,.6981E-4,0
SHIJIAN-6 01B (SJ-6 01B),2004-035B,2026-08-21T14:34:49.842912,15.06729918,.00031478,97.6047,250.6535,283.9968,76.0910,0,U,28414,999,19667,.23407438E-3,.3417E-4,0
COSMOS 2408,2004-037A,2026-08-21T15:03:13.464288,12.45681481,.00171073,82.4831,284.8714,123.2254,237.0470,0,U,28419,999,99605,.3153086E-4,.15E-6,0
COSMOS 2409,2004-037B,2026-08-21T14:32:53.052576,12.45324282,.00146129,82.4837,288.1401,133.5949,226.6347,0,U,28420,999,99569,-.21929673E-3,-.21E-6,0
AMC-15,2004-041A,2026-08-21T11:04:30.239904,1.00272343,.00025853,0.0590,284.4053,196.9277,269.5251,0,U,28446,999,7995,0,-.91E-6,0
JB-3 3 (ZY 2C),2004-044A,2026-08-21T09:17:56.520672,15.19739507,.00326876,97.2846,24.6515,355.3366,4.7559,0,U,28470,999,19768,.14750144E-3,.3128E-4,0
NAVSTAR 56 (USA 180),2004-045A,2026-08-21T02:44:29.700960,2.00558892,.01711364,55.0936,322.2795,317.9699,38.9778,0,U,28474,999,15972,0,-.98E-6,0
SWIFT,2004-047A,2026-08-21T14:57:13.745664,15.75293710,.00020244,20.5527,37.6032,106.2995,253.7676,0,U,28485,999,19717,.44753863E-3,.723E-3,0
